Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
453,Dane Scarlett,eng ENG,"FW,MF",Tottenham,21-031,2004,0.4,3,5,60.0,37,20,2,2,100.0,1,1,100.0,0,1,0.0,1,0.0,0.0,+1.0,1,0,0,0,1,Matches
454,Kevin Schade,de GER,FW,Brentford,23-148,2001,21.5,279,475,58.7,4339,1249,155,224,69.2,98,163,60.1,17,41,41.5,2,3.3,1.6,-1.3,19,29,9,3,32,Matches
455,Fabian Schär,ch SUI,DF,Newcastle Utd,33-125,1991,27.7,1391,1670,83.3,27785,10793,486,526,92.4,735,795,92.5,162,318,50.9,0,0.4,0.8,-0.4,5,124,10,0,87,Matches
456,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,32-122,1992,1.1,39,50,78.0,591,144,16,19,84.2,18,23,78.3,2,4,50.0,0,0.2,0.1,-0.2,3,4,2,0,5,Matches
457,Alex Scott,eng ENG,MF,Bournemouth,21-246,2003,6.8,233,277,84.1,3775,1167,117,131,89.3,94,103,91.3,16,26,61.5,0,0.8,0.8,-0.8,9,35,4,0,48,Matches
458,Matz Sels,be BEL,GK,Nott'ham Forest,33-057,1992,33.0,441,880,50.1,16937,14650,69,69,100.0,128,131,97.7,244,668,36.5,0,0.0,0.1,0.0,1,38,2,0,1,Matches
459,Nélson Semedo,pt POR,DF,Wolves,31-159,1993,27.6,924,1155,80.0,14149,4189,499,548,91.1,348,420,82.9,53,113,46.9,4,2.6,1.3,+1.4,19,61,22,9,66,Matches
460,Antoine Semenyo,gh GHA,FW,Bournemouth,25-107,2000,31.4,713,972,73.4,10210,2622,432,508,85.0,227,296,76.7,30,79,38.0,4,5.7,4.1,-1.7,44,47,44,8,103,Matches
461,Marcos Senesi,ar ARG,DF,Bournemouth,27-349,1997,11.2,493,643,76.7,10211,5319,176,200,88.0,232,270,85.9,80,160,50.0,0,0.2,0.5,-0.2,3,73,12,3,51,Matches
462,Ryan Sessegnon,eng ENG,"FW,DF",Fulham,24-341,2000,3.6,61,83,73.5,869,232,40,50,80.0,14,20,70.0,3,5,60.0,2,0.6,0.5,+1.4,5,2,1,0,4,Matches
463,Luke Shaw,eng ENG,DF,Manchester Utd,29-286,1995,0.9,102,116,87.9,1725,624,55,59,93.2,39,43,90.7,8,12,66.7,0,0.3,0.2,-0.3,2,6,1,1,7,Matches
464,Zain Silcott-Duberry,ms MSR,FW,Bournemouth,19-289,2005,0.0,1,2,50.0,25,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
465,Bernardo Silva,pt POR,"MF,FW",Manchester City,30-257,1994,25.7,1284,1477,86.9,19677,3579,713,776,91.9,480,541,88.7,66,101,65.3,4,4.2,3.7,-0.2,44,70,30,7,109,Matches
466,Jota Silva,pt POR,"FW,MF",Nott'ham Forest,25-266,1999,9.2,113,185,61.1,1602,445,64,83,77.1,34,57,59.6,6,14,42.9,1,2.9,1.8,-1.9,14,4,9,3,16,Matches
467,Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,18-356,2006,0.3,7,8,87.5,86,7,6,7,85.7,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
468,Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,19-171,2005,1.1,107,115,93.0,1754,549,47,49,95.9,57,59,96.6,3,7,42.9,0,0.0,0.0,0.0,0,3,0,0,3,Matches
469,Luis Sinisterra,co COL,"FW,MF",Bournemouth,25-311,1999,2.6,73,93,78.5,1067,200,44,48,91.7,22,32,68.8,5,5,100.0,1,1.4,1.3,-0.4,9,6,2,2,6,Matches
470,Oliver Skipp,eng ENG,MF,Leicester City,24-220,2000,9.6,320,383,83.6,4778,1194,167,191,87.4,121,131,92.4,16,27,59.3,0,0.3,0.3,-0.3,9,28,4,0,25,Matches
471,William Smallbone,ie IRL,MF,Southampton,25-062,2000,6.8,242,313,77.3,3918,1086,116,133,87.2,102,120,85.0,16,45,35.6,0,0.6,0.8,-0.6,9,10,3,2,23,Matches
472,Adam Smith,eng ENG,DF,Bournemouth,33-360,1991,14.7,415,548,75.7,6761,2196,200,228,87.7,178,226,78.8,24,68,35.3,0,0.2,0.2,-0.2,6,39,6,3,39,Matches
473,Emile Smith Rowe,eng ENG,MF,Fulham,24-270,2000,20.3,819,910,90.0,11768,2274,471,511,92.2,307,322,95.3,18,26,69.2,2,1.1,1.7,+0.9,18,73,15,1,116,Matches
474,Dominic Solanke,eng ENG,FW,Tottenham,27-222,1997,22.8,248,345,71.9,3322,913,151,197,76.6,64,83,77.1,12,18,66.7,3,2.9,1.1,+0.1,14,27,9,0,45,Matches
475,Carlos Soler,es ESP,"MF,FW",West Ham,28-112,1997,15.0,530,623,85.1,8264,2216,286,303,94.4,198,231,85.7,29,54,53.7,1,1.2,1.3,-0.2,14,41,11,0,52,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
476,Julio Soler,ar ARG,FW,Bournemouth,20-067,2005,0.0,0,1,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
477,Ramón Sosa,py PAR,"FW,MF",Nott'ham Forest,25-236,1999,2.9,61,91,67.0,955,258,30,44,68.2,22,33,66.7,5,7,71.4,0,0.5,0.4,-0.5,8,2,5,3,4,Matches
478,Tomáš Souček,cz CZE,MF,West Ham,30-056,1995,24.0,600,817,73.4,10071,2803,297,377,78.8,228,297,76.8,58,84,69.0,1,1.0,1.2,0.0,14,57,8,1,66,Matches
479,Boubakary Soumaré,fr FRA,MF,Leicester City,26-056,1999,21.2,964,1112,86.7,14611,3923,524,570,91.9,375,428,87.6,37,53,69.8,0,0.4,0.9,-0.4,11,90,13,2,93,Matches
480,Djed Spence,eng ENG,DF,Tottenham,24-258,2000,15.8,850,979,86.8,12151,3586,503,535,94.0,289,331,87.3,30,52,57.7,2,1.7,1.3,+0.3,10,72,16,7,94,Matches
481,Jay Stansfield,eng ENG,MF,Fulham,22-151,2002,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
482,Jason Steele,eng ENG,GK,Brighton,34-249,1990,2.0,101,112,90.2,2321,1556,21,21,100.0,63,65,96.9,17,26,65.4,0,0.0,0.0,0.0,0,0,0,0,0,Matches
483,Jack Stephens,eng ENG,DF,Southampton,31-087,1994,11.9,729,792,92.0,12666,3598,289,312,92.6,387,408,94.9,39,48,81.3,0,0.2,0.3,-0.2,3,46,5,0,49,Matches
484,Raheem Sterling,eng ENG,"FW,MF",Arsenal,30-137,1994,4.8,138,179,77.1,1762,352,91,105,86.7,38,51,74.5,2,3,66.7,2,0.5,0.5,+1.5,8,4,9,2,17,Matches
485,Ross Stewart,sct SCO,"FW,MF",Southampton,28-287,1996,2.0,43,55,78.2,628,59,20,23,87.0,20,23,87.0,0,1,0.0,0,0.0,0.0,0.0,0,1,1,0,1,Matches
486,Jakub Stolarczyk,pl POL,GK,Leicester City,24-126,2000,6.0,152,224,67.9,4176,3245,47,47,100.0,46,47,97.9,58,129,45.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches
487,John Stones,eng ENG,"DF,MF",Manchester City,30-331,1994,6.1,367,403,91.1,6382,1601,169,179,94.4,161,174,92.5,31,40,77.5,0,0.1,0.2,-0.1,2,42,0,0,21,Matches
488,Jørgen Strand Larsen,no NOR,FW,Wolves,25-077,2000,26.5,262,414,63.3,3398,632,162,228,71.1,65,104,62.5,12,16,75.0,2,2.4,1.0,-0.4,19,17,4,1,26,Matches
489,Yukinari Sugawara,jp JPN,"DF,MF",Southampton,24-300,2000,16.3,689,862,79.9,10831,3323,366,415,88.2,272,328,82.9,35,73,47.9,1,2.2,2.5,-1.2,17,43,21,9,68,Matches
490,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,23-068,2002,11.6,224,284,78.9,3297,501,139,156,89.1,69,83,83.1,11,26,42.3,1,0.7,0.7,+0.3,9,6,10,6,24,Matches
491,Crysencio Summerville,nl NED,"FW,MF",West Ham,23-176,2001,8.7,194,254,76.4,2881,640,125,148,84.5,55,62,88.7,11,22,50.0,1,1.7,1.7,-0.7,17,13,12,5,18,Matches
492,Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,29-212,1995,10.9,144,194,74.2,2402,702,67,77,87.0,54,64,84.4,15,29,51.7,0,0.2,0.5,-0.2,4,10,4,1,18,Matches
493,Dominik Szoboszlai,hu HUN,MF,Liverpool,24-181,2000,24.3,996,1178,84.6,15375,3055,548,615,89.1,317,360,88.1,81,112,72.3,3,5.1,4.5,-2.1,43,74,31,5,110,Matches
494,Matt Targett,eng ENG,DF,Newcastle Utd,29-218,1995,0.2,14,15,93.3,187,49,9,10,90.0,4,4,100.0,1,1,100.0,0,0.0,0.1,0.0,0,0,1,1,0,Matches
495,James Tarkowski,eng ENG,DF,Everton,32-156,1992,32.5,1045,1290,81.0,22119,8229,337,399,84.5,525,571,91.9,173,276,62.7,1,2.9,2.4,-1.9,16,83,11,0,75,Matches
496,Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,26-033,1999,17.3,525,723,72.6,8934,2689,253,293,86.3,219,280,78.2,44,101,43.6,5,2.8,2.5,+2.2,36,61,29,9,99,Matches
497,Charlie Taylor,eng ENG,DF,Southampton,31-218,1993,3.0,154,177,87.0,2691,691,63,67,94.0,77,86,89.5,12,17,70.6,0,0.1,0.1,-0.1,1,8,2,1,8,Matches
498,Jack Taylor,ie IRL,MF,Ipswich Town,26-305,1998,6.7,260,319,81.5,4585,1304,113,131,86.3,123,142,86.6,19,34,55.9,0,0.5,0.8,-0.5,5,27,8,1,37,Matches
499,Mathys Tel,fr FRA,FW,Tottenham,19-362,2005,5.5,124,165,75.2,2261,408,57,66,86.4,51,69,73.9,16,23,69.6,0,0.9,0.8,-0.9,9,9,9,4,12,Matches
500,Kenny Tete,nl NED,DF,Fulham,29-197,1995,15.0,592,728,81.3,9544,3187,311,340,91.5,212,266,79.7,50,78,64.1,2,0.7,0.5,+1.3,5,53,6,4,42,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
501,Thiago,br BRA,FW,Brentford,23-302,2001,1.5,28,39,71.8,428,56,14,20,70.0,9,12,75.0,3,4,75.0,0,0.1,0.0,-0.1,2,1,1,0,2,Matches
502,Luke Thomas,eng ENG,DF,Leicester City,23-318,2001,7.7,328,417,78.7,5226,1718,170,186,91.4,132,161,82.0,21,53,39.6,0,0.1,0.2,-0.1,4,22,2,1,23,Matches
503,Youri Tielemans,be BEL,MF,Aston Villa,27-352,1997,32.4,1639,1988,82.4,28103,9982,763,847,90.1,714,815,87.6,134,249,53.8,7,6.9,5.6,+0.1,59,221,35,4,226,Matches
504,Kieran Tierney,sct SCO,"DF,FW",Arsenal,27-323,1997,2.0,95,116,81.9,1489,460,52,55,94.5,35,45,77.8,6,11,54.5,0,0.8,0.5,-0.8,7,7,5,2,12,Matches
505,Jurriën Timber,nl NED,DF,Arsenal,23-311,2001,26.9,1194,1395,85.6,17327,4642,674,741,91.0,472,549,86.0,27,51,52.9,3,0.8,1.3,+2.2,17,107,17,2,146,Matches
506,Jean-Clair Todibo,fr FRA,DF,West Ham,25-115,1999,15.5,712,813,87.6,12639,4423,259,279,92.8,413,436,94.7,37,82,45.1,0,0.0,0.1,0.0,2,37,1,0,27,Matches
507,Harry Toffolo,eng ENG,DF,Nott'ham Forest,29-248,1995,1.5,47,67,70.1,653,304,30,32,93.8,15,24,62.5,1,7,14.3,0,0.0,0.0,0.0,0,1,0,0,2,Matches
508,Takehiro Tomiyasu,jp JPN,DF,Arsenal,26-170,1998,0.1,3,4,75.0,42,10,1,1,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
509,Sandro Tonali,it ITA,MF,Newcastle Utd,24-351,2000,24.2,1023,1230,83.2,15912,3988,555,621,89.4,368,426,86.4,63,106,59.4,2,1.0,1.3,+1.0,13,83,17,3,96,Matches
510,Pau Torres,es ESP,DF,Aston Villa,28-098,1997,19.2,1032,1169,88.3,17916,6794,447,472,94.7,509,547,93.1,64,125,51.2,0,0.1,0.4,-0.1,2,93,7,0,74,Matches
511,Conor Townsend,eng ENG,DF,Ipswich Town,32-051,1993,3.7,80,127,63.0,1418,756,32,39,82.1,41,55,74.5,7,24,29.2,1,0.7,0.2,+0.3,4,7,2,2,8,Matches
512,Adama Traoré,es ESP,"FW,MF",Fulham,29-089,1996,16.9,368,513,71.7,5733,1419,204,251,81.3,124,170,72.9,25,46,54.3,5,4.1,3.9,+0.9,33,32,27,14,57,Matches
513,Boubacar Traoré,ml MLI,MF,Wolves,23-247,2001,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
514,Mark Travers,ie IRL,GK,Bournemouth,25-341,1999,5.0,100,142,70.4,3469,2692,6,6,100.0,51,53,96.2,43,83,51.8,0,0.0,0.0,0.0,0,3,0,0,0,Matches
515,Ryan Trevitt,eng ENG,MF,Brentford,22-043,2003,0.0,4,7,57.1,73,23,1,2,50.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches
516,Kieran Trippier,eng ENG,DF,Newcastle Utd,34-217,1990,12.2,813,1000,81.3,13991,4978,389,414,94.0,344,404,85.1,66,144,45.8,1,0.7,0.8,+0.3,16,53,10,1,78,Matches
517,Leandro Trossard,be BEL,FW,Arsenal,30-141,1994,25.2,616,837,73.6,10098,2709,324,382,84.8,238,313,76.0,42,82,51.2,5,5.1,3.5,-0.1,36,40,41,9,91,Matches
518,Kostas Tsimikas,gr GRE,DF,Liverpool,28-347,1996,7.4,447,534,83.7,7676,2524,214,227,94.3,182,206,88.3,42,82,51.2,1,1.8,2.0,-0.8,11,39,9,3,67,Matches
519,Axel Tuanzebe,cd COD,DF,Ipswich Town,27-161,1997,16.1,535,644,83.1,8240,3171,294,323,91.0,207,253,81.8,23,41,56.1,1,0.3,0.2,+0.7,4,49,2,0,45,Matches
520,Destiny Udogie,it ITA,DF,Tottenham,22-147,2002,19.4,915,1046,87.5,13224,4433,517,567,91.2,346,382,90.6,22,27,81.5,1,1.4,1.1,-0.4,15,86,6,1,117,Matches
521,Manuel Ugarte Ribeiro,uy URU,MF,Manchester Utd,24-013,2001,17.7,683,784,87.1,11224,2384,345,388,88.9,264,284,93.0,56,76,73.7,0,0.6,0.6,-0.6,7,47,9,3,53,Matches
522,Lesley Ugochukwu,fr FRA,MF,Southampton,21-029,2004,15.1,509,601,84.7,7863,1734,246,281,87.5,226,246,91.9,18,32,56.3,1,1.0,0.6,0.0,13,50,6,1,47,Matches
523,Enes Ünal,tr TUR,"FW,MF",Bournemouth,27-349,1997,3.8,63,99,63.6,685,192,40,52,76.9,17,28,60.7,0,1,0.0,1,0.4,0.3,+0.6,4,4,4,0,12,Matches
524,Virgil van Dijk,nl NED,DF,Liverpool,33-290,1991,33.0,2371,2590,91.5,43424,17059,968,1009,95.9,1176,1233,95.4,204,300,68.0,1,0.7,0.8,+0.3,11,258,5,0,172,Matches
525,Jamie Vardy,eng ENG,FW,Leicester City,38-103,1987,27.6,230,341,67.4,3279,373,131,175,74.9,74,94,78.7,11,17,64.7,3,2.9,2.5,+0.1,18,10,9,1,20,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
526,Renato Veiga,pt POR,"DF,MF",Chelsea,21-269,2003,2.0,118,139,84.9,2171,435,45,51,88.2,55,61,90.2,13,21,61.9,0,0.0,0.2,0.0,0,6,1,0,7,Matches
527,Joël Veltman,nl NED,DF,Brighton,33-099,1992,18.3,716,895,80.0,12082,3157,354,394,89.8,291,361,80.6,62,98,63.3,0,0.5,1.3,-0.5,6,61,8,5,79,Matches
528,Micky van de Ven,nl NED,DF,Tottenham,24-005,2001,10.6,706,776,91.0,13313,4092,210,229,91.7,444,460,96.5,45,72,62.5,2,1.2,0.7,+0.8,2,50,1,0,51,Matches
529,Bart Verbruggen,nl NED,GK,Brighton,22-249,2002,31.0,896,1149,78.0,21170,14326,256,258,99.2,426,434,98.2,210,447,47.0,1,0.0,0.0,+1.0,1,17,1,0,2,Matches
530,Jannik Vestergaard,dk DEN,DF,Leicester City,32-264,1992,15.5,870,959,90.7,14697,5807,397,418,95.0,416,444,93.7,48,81,59.3,0,0.1,0.1,-0.1,3,34,1,0,32,Matches
531,Guglielmo Vicario,it ITA,GK,Tottenham,28-199,1996,21.0,681,757,90.0,13042,7613,221,223,99.1,383,393,97.5,70,132,53.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
532,Carlos Vinícius,br BRA,"FW,MF",Fulham,30-030,1995,0.1,0,2,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
533,Kyle Walker,eng ENG,DF,Manchester City,34-331,1990,10.8,724,826,87.7,11928,3918,367,388,94.6,305,334,91.3,42,82,51.2,0,0.4,1.3,-0.4,7,63,7,4,64,Matches
534,Kyle Walker-Peters,eng ENG,DF,Southampton,28-011,1997,30.4,1420,1612,88.1,21389,6242,785,838,93.7,552,615,89.8,53,86,61.6,2,2.7,2.3,-0.7,23,113,29,4,132,Matches
535,Christian Walton,eng ENG,GK,Ipswich Town,29-166,1995,6.0,152,226,67.3,4170,2976,41,41,100.0,69,71,97.2,42,114,36.8,0,0.0,0.0,0.0,1,1,0,0,0,Matches
536,Aaron Wan-Bissaka,eng ENG,DF,West Ham,27-149,1997,30.0,1234,1525,80.9,17639,6513,786,876,89.7,384,468,82.1,46,96,47.9,2,2.7,2.4,-0.7,27,85,27,11,118,Matches
537,Danny Ward,wls WAL,GK,Leicester City,31-306,1993,1.5,41,53,77.4,1162,949,6,6,100.0,20,20,100.0,15,27,55.6,0,0.0,0.0,0.0,0,2,0,0,0,Matches
538,Joel Ward,eng ENG,DF,Crystal Palace,35-177,1989,0.0,0,2,0.0,0,0,0,1,0.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
539,James Ward-Prowse,eng ENG,MF,West Ham,30-174,1994,8.4,487,559,87.1,8180,2372,253,265,95.5,188,205,91.7,40,73,54.8,1,1.1,0.9,-0.1,12,56,4,1,43,Matches
540,James Ward-Prowse,eng ENG,MF,Nott'ham Forest,30-174,1994,4.4,145,182,79.7,2296,768,82,88,93.2,53,61,86.9,8,23,34.8,1,1.1,0.8,-0.1,4,16,2,0,16,Matches
541,Ollie Watkins,eng ENG,FW,Aston Villa,29-115,1995,25.1,277,376,73.7,3489,579,175,222,78.8,73,90,81.1,9,12,75.0,7,2.9,1.6,+4.1,22,11,11,0,28,Matches
542,Adam Webster,eng ENG,DF,Brighton,30-110,1995,6.9,429,501,85.6,7934,3140,169,177,95.5,213,232,91.8,40,79,50.6,0,0.5,0.2,-0.5,3,32,2,0,40,Matches
543,Danny Welbeck,eng ENG,FW,Brighton,34-149,1990,19.6,332,397,83.6,3879,762,218,254,85.8,75,86,87.2,7,7,100.0,4,1.1,1.2,+2.9,17,14,12,0,39,Matches
544,Welington,br BRA,"DF,MF",Southampton,24-064,2001,2.4,69,89,77.5,1098,318,29,35,82.9,32,41,78.0,3,4,75.0,0,0.0,0.1,0.0,2,5,5,4,6,Matches
545,Timo Werner,de GER,"FW,MF",Tottenham,29-049,1996,5.7,158,236,66.9,2383,597,80,97,82.5,61,86,70.9,7,18,38.9,3,2.5,1.5,+0.5,10,3,15,2,30,Matches
546,Adam Wharton,eng ENG,MF,Crystal Palace,20-326,2004,14.0,521,689,75.6,9826,3632,197,240,82.1,249,309,80.6,67,103,65.0,2,3.1,2.1,-1.1,25,73,18,5,105,Matches
547,Ben White,eng ENG,DF,Arsenal,27-198,1997,9.5,421,502,83.9,6823,2340,218,236,92.4,174,205,84.9,20,42,47.6,1,0.8,0.6,+0.2,7,37,8,1,42,Matches
548,Mats Wieffer,nl NED,"MF,DF",Brighton,25-159,1999,6.7,387,447,86.6,6337,1719,187,206,90.8,163,184,88.6,27,34,79.4,2,1.3,0.7,+0.7,11,40,3,1,40,Matches
549,Neco Williams,wls WAL,DF,Nott'ham Forest,24-011,2001,23.8,647,860,75.2,9805,4000,371,415,89.4,217,301,72.1,34,84,40.5,2,1.4,1.1,+0.6,14,50,17,7,70,Matches
550,Willian,br BRA,"MF,FW",Fulham,36-258,1988,1.8,110,130,84.6,1895,503,56,60,93.3,47,53,88.7,7,12,58.3,0,0.2,0.3,-0.2,2,11,6,1,27,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
551,Joe Willock,eng ENG,"MF,FW",Newcastle Utd,25-247,1999,9.9,237,290,81.7,3385,743,143,162,88.3,84,97,86.6,7,17,41.2,2,1.6,0.8,+0.4,18,21,8,0,34,Matches
552,Callum Wilson,eng ENG,FW,Newcastle Utd,33-056,1992,2.8,26,38,68.4,352,77,13,17,76.5,11,14,78.6,0,0,,0,0.1,0.0,-0.1,1,1,0,0,3,Matches
553,Harry Wilson,wls WAL,"FW,MF",Fulham,28-033,1997,9.5,252,340,74.1,4209,1122,130,152,85.5,97,121,80.2,21,52,40.4,1,1.0,0.9,0.0,17,21,11,0,43,Matches
554,Harry Winks,eng ENG,MF,Leicester City,29-081,1996,17.1,910,1045,87.1,14101,5048,471,511,92.2,362,397,91.2,44,76,57.9,2,1.2,1.5,+0.8,17,110,7,5,101,Matches
555,Ben Winterburn,eng ENG,"FW,MF",Bournemouth,20-232,2004,0.3,5,7,71.4,93,44,2,3,66.7,3,4,75.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
556,Yoane Wissa,cd COD,FW,Brentford,28-233,1996,27.4,394,511,77.1,5724,1374,242,280,86.4,113,150,75.3,25,41,61.0,3,1.8,1.5,+1.2,23,40,9,1,56,Matches
557,Chris Wood,nz NZL,FW,Nott'ham Forest,33-138,1991,27.9,270,408,66.2,3704,803,167,235,71.1,71,107,66.4,13,19,68.4,3,2.3,1.3,+0.7,17,14,8,1,34,Matches
558,Nathan Wood-Gordon,eng ENG,DF,Southampton,22-328,2002,6.9,363,391,92.8,6144,1494,153,162,94.4,190,197,96.4,16,23,69.6,0,0.0,0.0,0.0,1,11,0,0,17,Matches
559,Luke Woolfenden,eng ENG,DF,Ipswich Town,26-185,1998,11.2,437,497,87.9,8028,2692,162,168,96.4,237,253,93.7,34,65,52.3,0,0.0,0.0,0.0,0,27,0,0,15,Matches
560,Yehor Yarmoliuk,ua UKR,MF,Brentford,21-054,2004,11.5,471,547,86.1,8216,1903,233,267,87.3,175,197,88.8,50,59,84.7,0,0.3,0.5,-0.3,6,56,6,3,45,Matches
561,Ryan Yates,eng ENG,MF,Nott'ham Forest,27-154,1997,19.7,559,681,82.1,8140,1749,300,338,88.8,199,232,85.8,26,47,55.3,1,1.1,0.5,-0.1,17,44,4,0,45,Matches
562,Leny Yoro,fr FRA,DF,Manchester Utd,19-162,2005,10.9,605,655,92.4,9807,3264,272,286,95.1,293,310,94.5,26,40,65.0,0,0.0,0.1,0.0,0,42,2,1,43,Matches
563,Ashley Young,eng ENG,"DF,FW",Everton,39-289,1985,17.6,591,848,69.7,10908,4949,282,322,87.6,230,304,75.7,73,179,40.8,3,1.6,1.9,+1.4,19,68,17,8,81,Matches
564,Illia Zabarnyi,ua UKR,DF,Bournemouth,22-235,2002,29.6,1199,1469,81.6,25439,9497,321,354,90.7,703,774,90.8,167,314,53.2,0,0.6,0.5,-0.6,11,129,6,0,123,Matches
565,Oleksandr Zinchenko,ua UKR,"DF,MF",Arsenal,28-130,1996,5.0,302,364,83.0,4814,1023,159,172,92.4,123,143,86.0,14,31,45.2,1,0.1,0.3,+0.9,2,24,7,1,35,Matches
566,Joshua Zirkzee,nl NED,"FW,MF",Manchester Utd,23-337,2001,15.6,292,410,71.2,3600,901,196,251,78.1,61,82,74.4,9,18,50.0,1,1.5,1.1,-0.5,12,26,6,0,44,Matches
567,Martin Ødegaard,no NOR,MF,Arsenal,26-128,1998,22.7,1099,1331,82.6,17070,4924,606,671,90.3,399,458,87.1,70,132,53.0,6,4.6,6.3,+1.4,56,115,78,5,231,Matches
